socialClass; priority; socialStatus; stamina; hunger; leisure; extraversion; agreableness; conscientiouness; emotionalStability; opennesExp; actualState
HIGH; SELF; MARRIED; 1; 1; 0; 0,08330953; 0,91058147; 0,27936745; 0,66478837; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,16232729; 0,97367483; 0,12922794; 0,535692; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,35411805; 0,76105154; 0,8848512; 0,3585217; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,612834; 0,9991866; 0,6875268; 0,39520127; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,7773556; 0,4961924; 0,24851668; 0,2936569; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6871182; 0,7141225; 0,03151089; 0,55715036; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,17448169; 0,6938228; 0,70501524; 0,29046106; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,11379522; 0,35388863; 0,80283195; 0,04957062; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,47100884; 0,29846966; 0,9603638; 0,77324486; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,368217; 0,4125039; 0,5224589; 0,971199; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,50083584; 0,20080084; 0,2517749; 0,69400334; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,42830354; 0,03592491; 0,95381564; 0,548623; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,22265953; 0,6057888; 0,862183; 0,12680733; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,75028145; 0,324261; 0,25665784; 0,6369602; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,59930545; 0,70488864; 0,33590192; 0,33695954; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,01364249; 0,78841203; 0,5003706; 0,39659852; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6433906; 0,7244949; 0,31246978; 0,8902628; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,9317348; 0,63709086; 0,6671205; 0,9571437; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,69389564; 0,34143943; 0,15175891; 0,41982108; Interact
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,40675157; 0,8975264; 0,1950208; 0,6134368; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,37214822; 0,9743107; 0,82010406; 0,21909487; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,15482616; 0,6924071; 0,03925401; 0,93068707; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7661419; 0,8074723; 0,679572; 0,9040607; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9427531; 0,4561624; 0,9579005; 0,5574845; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,18870592; 0,6452469; 0,06230402; 0,037804663; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,36685514; 0,5775524; 0,75346947; 0,0124281645; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,15120912; 0,82130814; 0,7682507; 0,6708013; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,6370122; 0,21349931; 0,41045952; 0,4088893; Interact
HIGH; SELF; MARRIED; 1; 1; 0; 0,15473938; 0,9838324; 0,6842091; 0,6407254; Investigation
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,66592824; 0,13959074; 0,0863179; 0,54107255; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6007981; 0,583529; 0,35692173; 0,44675988; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,31778646; 0,6439243; 0,6422084; 0,33818102; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,13146436; 0,038943827; 0,3358119; 0,34861094; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9185778; 0,6487461; 0,50693625; 0,3615666; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,45935076; 0,5213583; 0,95236665; 0,40564215; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,10240841; 0,45300823; 0,32180214; 0,1224553; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,049776435; 0,7663594; 0,9947169; 0,9889784; Investigation
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,25108522; 0,45817423; 0,4847672; 0,48921144; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,72493225; 0,22337413; 0,9674841; 0,07127082; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,9242166; 0,78760606; 0,17812204; 0,88439065; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,10828626; 0,09480256; 0,73131317; 0,0825963; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6650106; 0,05627793; 0,849968; 0,5960005; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7113569; 0,39242697; 0,2566194; 0,8435943; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8902532; 0,2691427; 0,7387907; 0,72178894; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,51373667; 0,42497832; 0,9322318; 0,07461655; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,33438516; 0,17943585; 0,5682043; 0,11761999; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,25841725; 0,7198581; 0,8959086; 0,14385074; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,6172678; 0,5899997; 0,5066866; 0,9931639; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,211546; 0,69127214; 0,5144153; 0,50411594; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,8576328; 0,41515213; 0,33055407; 0,36410987; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,15728277; 0,83336776; 0,5830321; 0,3953802; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8617727; 0,7426108; 0,67923176; 0,8821142; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,64889085; 0,24789286; 0,5497398; 0,95931685; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,09873319; 0,9801703; 0,14939511; 0,1852907; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8226981; 0,76561964; 0,7973122; 0,8022247; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,000965178; 0,13259947; 0,7831757; 0,05174941; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,25446445; 0,92743844; 0,68401664; 0,8591263; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,502853; 0,1273244; 0,9007338; 0,92623407; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,68613887; 0,3401209; 0,46907794; 0,5450687; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,82989854; 0,22319484; 0,63092864; 0,7760993; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,009640336; 0,97155017; 0,286627; 0,12723714; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8902579; 0,63107663; 0,738368; 0,5591961; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,21514797; 0,43660688; 0,77133596; 0,01018393; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7672944; 0,45946944; 0,4756118; 0,8917592; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,21720445; 0,8450024; 0,8433825; 0,89518136; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,016732156; 0,11963791; 0,5636126; 0,96519434; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,4340899; 0,054660678; 0,10671097; 0,56035316; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,79309934; 0,4020334; 0,44089293; 0,9109621; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,44582027; 0,6282916; 0,7818627; 0,049206793; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,49084854; 0,64975995; 0,95816064; 0,7904137; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,1446386; 0,776747; 0,9351613; 0,94440216; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,53131616; 0,6795068; 0,86704445; 0,7787229; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,3274626; 0,21940756; 0,5364977; 0,4205492; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,34362036; 0,7460549; 0,24301976; 0,34223205; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6384478; 0,099610746; 0,39276624; 0,23230743; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,27007854; 0,7177755; 0,99090326; 0,3719781; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,88743997; 0,2767921; 0,020968258; 0,24921161; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,55479634; 0,31590003; 0,28781146; 0,8975046; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,19557768; 0,82298064; 0,48156315; 0,15705109; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,55427164; 0,4731695; 0,71977794; 0,47319162; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,66465396; 0,8383553; 0,6203056; 0,8736496; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9704899; 0,79523224; 0,14610976; 0,03345126; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8213362; 0,6997965; 0,84308296; 0,58015525; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,20094019; 0,090210915; 0,63667077; 0,65219605; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,032577693; 0,67987907; 0,023103416; 0,7988897; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6674776; 0,6856668; 0,8385656; 0,54506576; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,18056053; 0,786066; 0,36509395; 0,9498035; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8091256; 0,2170726; 0,41664135; 0,2871642; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,70319027; 0,37190306; 0,23773092; 0,86802304; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,2225092; 0,9547901; 0,20695108; 0,62698805; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,15374875; 0,42466778; 0,015146077; 0,025443852; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,95959896; 0,6162305; 0,27275878; 0,28195506; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,86348957; 0,65878874; 0,786683; 0,24855381; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,36741483; 0,98213255; 0,9598148; 0,61877584; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,33973473; 0,64812905; 0,45910144; 0,011541843; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,5529508; 0,370736; 0,38055027; 0,75464153; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7099553; 0,647688; 0,9627163; 0,38517976; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,19170779; 0,9297465; 0,3873338; 0,5872393; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8542019; 0,8955764; 0,19985688; 0,8838902; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,03869313; 0,62203413; 0,73129934; 0,28220302; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,57286376; 0,08677888; 0,3534987; 0,6687758; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,60347104; 0,15499109; 0,09307182; 0,9293487; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,36108148; 0,80531025; 0,61468935; 0,92438656; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,7163541; 0,7499635; 0,95181245; 0,6635671; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,33352643; 0,60670763; 0,6905792; 0,7424873; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,33331013; 0,62804383; 0,90049386; 0,88151246; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,0674569; 0,27481794; 0,7956403; 0,09080863; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,54100937; 0,93944424; 0,598597; 0,093120515; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,31241733; 0,9709634; 0,87399584; 0,6570646; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,3900804; 0,31725276; 0,6258464; 0,6633653; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,30854642; 0,9448791; 0,6900689; 0,16674417; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,70436907; 0,009083092; 0,9136243; 0,61069566; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,3281831; 0,0822466; 0,43763876; 0,9289924; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,5670843; 0,9178169; 0,33545542; 0,57288545; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,535517; 0,098516285; 0,9667302; 0,99153703; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,90476835; 0,79159415; 0,3453564; 0,889955; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,26387835; 0,5917381; 0,95871955; 0,6185602; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,17046762; 0,6441248; 0,6052188; 0,549139; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,27555007; 0,15218794; 0,43223697; 0,33186954; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,31268322; 0,21073645; 0,41208917; 0,8609231; Idle
HIGH; SELF; MARRIED; 0,8999998; 0,8999998; 0,10000028; 0,9584915; 0,26148397; 0,24568546; 0,87407607; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,00156492; 0,93109065; 0,7905052; 0,376858; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,44874322; 0,16095465; 0,9297086; 0,39880705; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,70729536; 0,7955998; 0,88716704; 0,14858884; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,08219987; 0,38478327; 0,65648985; 0,5811592; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5341429; 0,042476177; 0,2583868; 0,300094; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,61183506; 0,44424975; 0,52912056; 0,2787438; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,7721581; 0,13677752; 0,41383475; 0,19442266; Interact
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8139611; 0,45146143; 0,50269336; 0,7881469; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7155869; 0,1753937; 0,26303095; 0,38001305; Aggressive
HIGH; SELF; MARRIED; 1; 1; 0; 0,3316949; 0,026272058; 0,23293924; 0,56869316; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,7028214; 0,22071892; 0,45373607; 0,10041517; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,95642483; 0,6025628; 0,9620963; 0,16464019; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,21908456; 0,5695824; 0,11904359; 0,62973684; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,07540274; 0,8992336; 0,737724; 0,47199184; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7861986; 0,5243721; 0,8639415; 0,548299; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,026323378; 0,8248996; 0,17451596; 0,84167737; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8498059; 0,60498375; 0,87600756; 0,11564165; Interact
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,17594784; 0,3884318; 0,7017572; 0,8987846; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,67787224; 0,6298103; 0,3197105; 0,2729876; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,836504; 0,044266224; 0,89475197; 0,08442342; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,3931381; 0,05959463; 0,14431417; 0,88911533; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9948365; 0,30184036; 0,060050726; 0,95467436; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,4227804; 0,07601023; 0,38337803; 0,74479115; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7023959; 0,7111974; 0,17039156; 0,14123702; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,74015856; 0,25147647; 0,24054384; 0,7346106; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,22543848; 0,17092198; 0,31276852; 0,45567816; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,54953957; 0,050388396; 0,83565277; 0,7865375; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,71415305; 0,24792618; 0,18009567; 0,47982705; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,92784417; 0,14381576; 0,018083513; 0,93795943; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,14417845; 0,19062197; 0,5097308; 0,71496296; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,12172532; 0,3258239; 0,08586264; 0,836169; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,39879644; 0,15653652; 0,78690165; 0,53869396; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,92910445; 0,8934522; 0,9156178; 0,9060622; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,05845785; 0,25385392; 0,0055431128; 0,40027386; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,4886483; 0,7285627; 0,21109384; 0,0015102029; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,22511047; 0,8826123; 0,19047457; 0,5938404; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,84365946; 0,21365619; 0,3020745; 0,54447776; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,26352745; 0,63440174; 0,7551733; 0,36426204; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,11616951; 0,66946304; 0,17967874; 0,20984602; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,63920826; 0,17221981; 0,27986008; 0,7108939; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,6294553; 0,49619627; 0,591772; 0,63752604; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,68838984; 0,92813724; 0,8445114; 0,23327214; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,15734541; 0,31487417; 0,44207692; 0,5158648; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,8080485; 0,81374127; 0,9103425; 0,30467176; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,17019683; 0,0072104335; 0,71639144; 0,11629933; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,51887494; 0,29073948; 0,44669044; 0,83983755; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,25069112; 0,40971857; 0,90960765; 0,4490707; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5159701; 0,36665356; 0,06709242; 0,041418612; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,60010594; 0,6274956; 0,078796685; 0,99157095; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,53839236; 0,12435162; 0,36496222; 0,18895328; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6313569; 0,10322219; 0,05265248; 0,40376228; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,84867036; 0,53057843; 0,38032144; 0,8875822; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8255281; 0,17563719; 0,94778943; 0,9170569; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6642757; 0,22140169; 0,7338342; 0,6966432; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,30398; 0,26996952; 0,55288726; 0,01723808; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,26994777; 0,19837892; 0,42064267; 0,85174155; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,6130292; 0,5838921; 0,49046075; 0,48293465; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,64521605; 0,9438267; 0,14212847; 0,6062213; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,49242806; 0,27326578; 0,766368; 0,95190084; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,8995296; 0,20316958; 0,56361836; 0,09919673; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,8750066; 0,32819718; 0,15244406; 0,25513464; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,78848505; 0,32886612; 0,8041097; 0,12859952; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,270406; 0,14929587; 0,4197154; 0,39955324; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,67786765; 0,8008588; 0,93705004; 0,09303063; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,3969258; 0,29735136; 0,32457215; 0,7796794; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5655103; 0,75858605; 0,4417613; 0,9489068; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,83352095; 0,3188256; 0,31740057; 0,0145407915; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,636071; 0,91023934; 0,5181982; 0,8682707; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,38094127; 0,764899; 0,028494596; 0,51148814; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,1943556; 0,79366004; 0,49836606; 0,96602815; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,7507271; 0,19822216; 0,009849966; 0,8469654; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,6527226; 0,4933589; 0,5021999; 0,8235958; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8984204; 0,54410625; 0,13434696; 0,2210511; Interact
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,9117359; 0,4190619; 0,59053177; 0,5282785; Interact
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,06812358; 0,27328306; 0,6984678; 0,9536429; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,048918664; 0,19262034; 0,0598405; 0,9764138; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,027216434; 0,66580236; 0,98957306; 0,7329123; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,3751191; 0,7743038; 0,6431644; 0,5233304; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6701043; 0,37540644; 0,5991739; 0,9870207; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,0044946074; 0,08735442; 0,6228923; 0,11295003; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,0307976; 0,9822797; 0,492092; 0,7921098; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,41676587; 0,105267406; 0,15630525; 0,32180566; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,24420547; 0,39732862; 0,37549442; 0,18513453; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,905268; 0,004680395; 0,41349494; 0,15780133; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,072245955; 0,39007932; 0,8182061; 0,36990267; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,58724934; 0,37868416; 0,4184867; 0,25973755; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,54145193; 0,25387985; 0,78887075; 0,4804361; Interact
